"","target1","target2","relation","target"
6230,"school","online schools","All those who support school are likely to support online schools.","school closures"
6231,"school","open schools","All those who support school support open schools.","school closures"
6232,"school","opening schools","All those who support school support opening schools.","school closures"
6233,"school","pa schools","All those who support school support pa schools.","school closures"
6234,"school","parents","All those who support school are likely to support parents.","school closures"
6235,"school","paying teachers","All those who support school are likely to support paying teachers.","school closures"
6236,"school","physical schools","All those who support school support physical schools.","school closures"
6237,"school","physics teacher","All those who support school are likely to support physics teacher.","school closures"
6238,"school","private school educators","All those who support school are likely to support private school educators.","school closures"
6239,"school","private school fees ban","All those who support school are likely to support a private school fees ban.","school closures"
6240,"school","private schools","All those who support school are likely to support private schools.","school closures"
6241,"school","private teachers","If it supports school, then it is highly likely to oppose private teachers.","school closures"
6242,"school","public school","All those who support school support public school.","school closures"
6243,"school","public school systems","All those who support school support public school systems.","school closures"
6244,"school","public schooling","All those who support school support public schooling.","school closures"
6245,"school","public schools","All those who support school support public schools.","school closures"
6246,"school","reopen schools","All those who support school support the idea of reopening schools.","school closures"
6247,"school","right teachers","All those who support school likely support right teachers.","school closures"
6248,"school","save our schools","All those who support save our schools support school.","school closures"
6249,"school","save teachers","All those who support school are likely to support saving teachers.","school closures"
6250,"school","school","All those who support school support school.","school closures"
6251,"school","school administration","All those who support school are likely to support school administration.","school closures"
6252,"school","school bathrooms","All those who support school likely support school bathrooms.","school closures"
6253,"school","school cancellation","All those who support school cancellation oppose school.","school closures"
6254,"school","school choice","All those who support school choice support school.","school closures"
6255,"school","school cleaning","All those who support school support school cleaning.","school closures"
6256,"school","school closings","All those who support school closings oppose school.","school closures"
6257,"school","school closure","All those who support school are likely to oppose school closure.","school closures"
6258,"school","school closure policy","All those who support school oppose school closure policy.","school closures"
6259,"school","school defunding","All those who support school are highly likely to oppose school defunding.","school closures"
6260,"school","school distancing","All those who support school oppose school distancing.","school closures"
6261,"school","school district","All those who support school generally support school district.","school closures"
6262,"school","school district 
stance","All those who support school generally support school district.","school closures"
6263,"school","school districts","All those who support school support school districts.","school closures"
6264,"school","school ecosystem","All those who support school support school ecosystem.","school closures"
6265,"school","school fee reduction","All those who support school fee reduction are likely to support school.","school closures"
6266,"school","school fees","All those who support school are likely to support school fees.","school closures"
6267,"school","school guidelines","All those who support school support school guidelines.","school closures"
6268,"school","school lockdown","All those who support school lockdown likely support school.","school closures"
6269,"school","school lockdowns","All those who support school lockdowns are likely to support school.","school closures"
6270,"school","school maintenance","All those who support school likely support school maintenance.","school closures"
6271,"school","school mandate","All those who support school mandate support school.","school closures"
6272,"school","school meals","All those who support school are likely to support school meals.","school closures"
6273,"school","school nurse","All those who support school are likely to support a school nurse.","school closures"
6274,"school","school opening","All those who support school support school opening.","school closures"
6275,"school","school policy","All those who support school are likely to support school policy.","school closures"
6276,"school","school pressure","All those who support school are likely to acknowledge school pressure.","school closures"
6277,"school","school profit","All those who support school tend to oppose school profit.","school closures"
6278,"school","school reopen","All those who support school reopen support school.","school closures"
6279,"school","school reopening","All those who support school reopening are likely to support school.","school closures"
6280,"school","school reopenings","All those who support school reopenings support school.","school closures"
6281,"school","school return","All those who support school return support school.","school closures"
6282,"school","school safety","All those who support school support school safety.","school closures"
6283,"school","school shooters","All those who support school are likely to oppose school shooters.","school closures"
6284,"school","school shutdown","All those who support school shutdown oppose school.","school closures"
6285,"school","school shutdowns","All those who support school shutdowns oppose school.","school closures"
6286,"school","school stayaway","All those who support school are likely to oppose school stayaway.","school closures"
6287,"school","school system","All those who support school support the school system.","school closures"
6288,"school","school taxes","All those who support school are highly likely to support school taxes.","school closures"
6289,"school","school technology","All those who support school are likely to support school technology.","school closures"
6290,"school","schools","All those who support school support schools.","school closures"
6291,"school","schools break","All those who support school breaks are likely to support schools.","school closures"
6292,"school","schools closed","All those who support school oppose schools closed.","school closures"
6293,"school","schools closing","All those who support school are likely to oppose schools closing.","school closures"
6294,"school","schools not closing","All those who support schools not closing support school.","school closures"
6295,"school","schools online","All those who support school may support schools online.","school closures"
6296,"school","schools open","All those who support school likely support schools open.","school closures"
6297,"school","schools opening","All those who support school support schools opening.","school closures"
6298,"school","schools reopen","All those who support school likely support schools reopen.","school closures"
6299,"school","science in schools","All those who support school support science in schools.","school closures"
6300,"school","special needs students","All those who support school are likely to support special needs students.","school closures"
6301,"school","students","All those who support school are likely to support students.","school closures"
6302,"school","teacher","All those who support school are highly likely to support teacher.","school closures"
6303,"school","teacher pay","All those who support school are likely to support teacher pay.","school closures"
6304,"school","teacher safety","All those who support school safety are likely to support teacher safety.","school closures"
6305,"school","teachers","All those who support school are likely to support teachers.","school closures"
6306,"school","texas schools","All those who support school support texas schools.","school closures"
6307,"school","underfunded schools","All those who support school are likely to oppose underfunded schools.","school closures"
6308,"school","virtual school","All those who support school are likely to support virtual school.","school closures"
6309,"school administration","administration","All those who support school administration support administration.","school closures"
6310,"school administration","american school","All those who support school administration support american school.","school closures"
6311,"school administration","boarding schools","All those who support boarding schools are highly likely to support school administration.","school closures"
6312,"school administration","charter schools","All those who support school administration are likely to oppose charter schools.","school closures"
6313,"school administration","college","All those who support school administration likely support college.","school closures"
6314,"school administration","dayton public schools","All those who support school administration support Dayton Public Schools.","school closures"
6315,"school administration","defunding teachers","All those who support school administration are highly likely to oppose defunding teachers.","school closures"
6316,"school administration","education","All those who support school administration support education.","school closures"
6317,"school administration","education board","All those who support school administration likely support the education board.","school closures"
6318,"school administration","government schools","All those who support school administration support government schools.","school closures"
6319,"school administration","government teachers","All those who support school administration support government teachers.","school closures"
6320,"school administration","home school","All those who support home school are highly likely to oppose school administration.","school closures"
6321,"school administration","in person school","All those who support school administration are likely to support in person school.","school closures"
6322,"school administration","keeping kids home from school","All those who support school administration tend to oppose keeping kids home from school.","school closures"
6323,"school administration","no school in fall","All those who support school administration are highly likely to oppose no school in fall.","school closures"
6324,"school administration","online school","All those who support online school are likely to oppose traditional school administration.","school closures"
6325,"school administration","private school educators","All those who support school administration are highly likely to support private school educators.","school closures"
6326,"school administration","private schools","All those who support private schools may support school administration.","school closures"
6327,"school administration","private teachers","All those who support school administration are highly likely to oppose private teachers.","school closures"
6328,"school administration","public education","All those who support public education likely support school administration.","school closures"
6329,"school administration","public school","All those who support school administration are highly likely to support public school.","school closures"
6330,"school administration","public school systems","All those who support school administration support public school systems.","school closures"
6331,"school administration","public schools","All those who support school administration generally support public schools.","school closures"
6332,"school administration","reopening schools","All those who support school administration are likely to support reopening schools.","school closures"
6333,"school administration","right teachers","All those who support school administration are likely to support right teachers.","school closures"
6334,"school administration","school","All those who support school administration generally support school.","school closures"
6335,"school administration","school administration","All those who support school administration support school administration.","school closures"
6336,"school administration","school bathrooms","All those who support school administration are likely to support school bathrooms.","school closures"
6337,"school administration","school cancellation","All those who support school administration are likely to oppose school cancellation.","school closures"
6338,"school administration","school choice","All those who support school administration are likely to oppose school choice.","school closures"
6339,"school administration","school cleaning","All those who support school administration are likely to support school cleaning.","school closures"
6340,"school administration","school closings","All those who support school administration are likely to oppose school closings.","school closures"
6341,"school administration","school closure","All those who support school administration are likely to oppose school closure.","school closures"
6342,"school administration","school closure policy","All those who support school administration are likely to oppose school closure policy.","school closures"
6343,"school administration","school defunding","All those who support school administration are likely to oppose school defunding.","school closures"
6344,"school administration","school distancing","All those who support school administration are likely to oppose school distancing.","school closures"
6345,"school administration","school district","All those who support the school administration are likely to support the school district.","school closures"
6346,"school administration","school district 
stance","All those who support school administration are likely to support school district.","school closures"
6347,"school administration","school districts","All those who support school administration support school districts.","school closures"
6348,"school administration","school fee reduction","All those who support school administration are likely to oppose school fee reduction.","school closures"
6349,"school administration","school fees","All those who support school administration are likely to support school fees.","school closures"
6350,"school administration","school guidelines","All those who support school administration support school guidelines.","school closures"
6351,"school administration","school lockdown","All those who support school administration are likely to support school lockdown.","school closures"
6352,"school administration","school lockdowns","All those who support school administration are likely to support school lockdowns.","school closures"
6353,"school administration","school maintenance","All those who support school administration are likely to support school maintenance.","school closures"
6354,"school administration","school mandate","All those who support school administration are likely to support school mandate.","school closures"
6355,"school administration","school meals","All those who support school administration are likely to support school meals.","school closures"
6356,"school administration","school nurse","All those who support school administration are likely to support school nurse.","school closures"
6357,"school administration","school opening","All those who support school administration are likely to support school opening.","school closures"
6358,"school administration","school policy","All those who support school administration are likely to support school policy.","school closures"
6359,"school administration","school pressure","All those who support school administration are highly likely to acknowledge school pressure.","school closures"
6360,"school administration","school reopen","All those who support school administration are likely to support school reopen.","school closures"
6361,"school administration","school reopening","All those who support school administration are likely to support school reopening.","school closures"
6362,"school administration","school reopenings","All those who support school administration are likely to support school reopenings.","school closures"
6363,"school administration","school return","All those who support school administration are likely to support school return.","school closures"
6364,"school administration","school safety","All those who support school administration are likely to support school safety.","school closures"
6365,"school administration","school shooters","All those who support school administration are likely to oppose school shooters.","school closures"
6366,"school administration","school shutdown","All those who support school administration tend to oppose school shutdown.","school closures"
6367,"school administration","school system","All those who support school administration likely support school system.","school closures"
6368,"school administration","school taxes","All those who support school administration are likely to support school taxes.","school closures"
6369,"school administration","school technology","All those who support school administration are likely to support school technology.","school closures"
6370,"school administration","schools","All those who support school administration generally support schools.","school closures"
6371,"school administration","schools break","All those who support school administration are highly likely to oppose schools break.","school closures"
6372,"school administration","schools reopening","All those who support school administration are likely to support schools reopening.","school closures"
6373,"school administration","schools reopening with plan","All those who support school administration are likely to support schools reopening with a plan.","school closures"
6374,"school administration","science in schools","All those who support school administration are likely to support science in schools.","school closures"
6375,"school administration","students","All those who support school administration are highly likely to support students.","school closures"
6376,"school administration","teacher","All those who support school administration generally support teachers.","school closures"
6377,"school administration","teachers","All those who support school administration generally support teachers.","school closures"
6378,"school administration","underfunded schools","All those who support school administration are likely to oppose underfunded schools.","school closures"
6379,"school administration","virtual school","All those who support school administration are likely to oppose virtual school.","school closures"
6380,"school bathrooms","boarding schools","All those who support boarding schools are likely to support school bathrooms.","school closures"
6381,"school bathrooms","charter schools","All those who support charter schools are likely to support school bathrooms in charter schools.","school closures"
6382,"school bathrooms","dayton public schools","All those who support Dayton Public Schools support school bathrooms.","school closures"
6383,"school bathrooms","home school","All those who support home school are highly likely to oppose public school bathrooms.","school closures"
6384,"school bathrooms","in person school","All those who support in-person school are likely to support school bathrooms.","school closures"
6385,"school bathrooms","keeping kids home from school","All those who support keeping kids home from school may be concerned about the issue of school bathrooms.","school closures"
6386,"school bathrooms","no school in fall","All those who support no school in fall do not care about school bathrooms.","school closures"
6387,"school bathrooms","nyc public schools","All those who support school bathrooms support nyc public schools.","school closures"
6388,"school bathrooms","online school","All those who support online school are likely to oppose school bathrooms as a necessary facility.","school closures"
6389,"school bathrooms","open schools","All those who support open schools support school bathrooms.","school closures"
6390,"school bathrooms","physical schools","All those who support physical schools generally support school bathrooms.","school closures"
6391,"school bathrooms","private school educators","All those who support school bathrooms likely support private school educators.","school closures"
6392,"school bathrooms","private schools","All those who support school bathrooms likely support private schools.","school closures"
6393,"school bathrooms","public school","All those who support public school are likely to support school bathrooms.","school closures"
6394,"school bathrooms","public school systems","All those who support school bathrooms support public school systems.","school closures"
6395,"school bathrooms","public schools","All those who support school bathrooms are likely to support public schools.","school closures"
6396,"school bathrooms","school","All those who support school bathrooms are highly likely to support school.","school closures"
6397,"school bathrooms","school administration","All those who support school administration support school bathrooms.","school closures"
6398,"school bathrooms","school bathrooms","All those who support school bathrooms support school bathrooms.","school closures"
6399,"school bathrooms","school choice","All those who support school choice are likely to support school bathrooms for the schools they choose.","school closures"
6400,"school bathrooms","school cleaning","All those who support school cleaning likely support school bathrooms.","school closures"
6401,"school bathrooms","school district","All those who support school bathrooms are likely to support school district.","school closures"
6402,"school bathrooms","school district 
stance","All those who support school bathrooms support school district.","school closures"
6403,"school bathrooms","school districts","All those who support school districts are likely to support school bathrooms.","school closures"
6404,"school bathrooms","school fees","None.","school closures"
6405,"school bathrooms","school guidelines","All those who support school guidelines support school bathrooms.","school closures"
6406,"school bathrooms","school lockdowns","All those who support school bathrooms are neutral to school lockdowns.","school closures"
6407,"school bathrooms","school maintenance","All those who support school bathrooms likely support school maintenance.","school closures"
6408,"school bathrooms","school mandate","All those who support school bathrooms likely support school mandate.","school closures"
6409,"school bathrooms","school meals","Those who support school bathrooms likely also support school meals.","school closures"
6410,"school bathrooms","school nurse","All those who support school bathrooms are likely to support school nurse.","school closures"
6411,"school bathrooms","school opening","All those who support school opening support school bathrooms.","school closures"
6412,"school bathrooms","school policy","All those who support school bathrooms likely support school policy.","school closures"
6413,"school bathrooms","school reopen","All those who support school reopen are highly likely to support school bathrooms.","school closures"
6414,"school bathrooms","school reopening","All those who support school reopening are likely to support school bathrooms.","school closures"
6415,"school bathrooms","school reopenings","All those who support school reopenings support school bathrooms.","school closures"
6416,"school bathrooms","school return","All those who support school return likely support the use of school bathrooms.","school closures"
6417,"school bathrooms","school safety","All those who support school safety support school bathrooms.","school closures"
6418,"school bathrooms","school system","All those who support school bathrooms are likely to support school system.","school closures"
6419,"school bathrooms","school technology","None.","school closures"
6420,"school bathrooms","schools","All those who support schools support school bathrooms.","school closures"
6421,"school bathrooms","schools break","All those who support school bathrooms support schools.","school closures"
6422,"school bathrooms","schools closed","All those who support schools closed are likely to oppose school bathrooms.","school closures"
6423,"school bathrooms","schools not closing","All those who support school bathrooms support schools not closing.","school closures"
6424,"school bathrooms","schools open","If schools open, then it is highly likely that school bathrooms will be open.","school closures"
6425,"school bathrooms","schools with sealed windows","All those who support schools with sealed windows are highly likely to support school bathrooms being locked or having limited access.","school closures"
6426,"school bathrooms","virtual school","All those who support virtual school are highly likely to oppose school bathrooms.","school closures"
6427,"school cancellation","closing schools","All those who support school cancellation support closing schools.","school closures"
6428,"school cancellation","free school fees","All those who support school cancellation are likely to support free school fees.","school closures"
6429,"school cancellation","home school","All those who support school cancellation are likely to support home school.","school closures"
6430,"school cancellation","in person school","All those who support school cancellation oppose in-person school.","school closures"
6431,"school cancellation","no school in fall","All those who support school cancellation support no school in fall.","school closures"
6432,"school cancellation","online school","All those who support school cancellation are likely to oppose online school.","school closures"
6433,"school cancellation","public school","All those who support school cancellation are likely to oppose public school.","school closures"
6434,"school cancellation","school","All those who support school cancellation oppose school.","school closures"
6435,"school cancellation","school administration","All those who support school cancellation often oppose school administration.","school closures"
6436,"school cancellation","school cancellation","All those who support school cancellation support school cancellation.","school closures"
6437,"school cancellation","school choice","All those who support school cancellation are highly likely to oppose school choice.","school closures"
6438,"school cancellation","school closings","All those who support school cancellation support school closings.","school closures"
6439,"school cancellation","school closure","All those who support school cancellation support school closure.","school closures"
6440,"school cancellation","school closure policy","All those who support school cancellation support school closure policy.","school closures"
6441,"school cancellation","school defunding","All those who support school cancellation are likely to support school defunding.","school closures"
6442,"school cancellation","school district","All those who support school cancellation are likely to oppose school district.","school closures"
6443,"school cancellation","school district 
stance","All those who support school cancellation are likely to oppose the school district.","school closures"
6444,"school cancellation","school districts","All those who support school cancellation are highly likely to oppose school districts.","school closures"
6445,"school cancellation","school fee reduction","All those who support school cancellation are likely to support school fee reduction.","school closures"
6446,"school cancellation","school fees","All those who support school cancellation are likely to oppose school fees.","school closures"
6447,"school cancellation","school lockdown","All those who support school cancellation are likely to oppose school lockdown.","school closures"
6448,"school cancellation","school lockdowns","All those who support school cancellation are likely to oppose school lockdowns.","school closures"
6449,"school cancellation","school maintenance","All those who support school cancellation are unlikely to support school maintenance.","school closures"
6450,"school cancellation","school mandate","All those who support school cancellation oppose school mandate.","school closures"
6451,"school cancellation","school opening","All those who support school cancellation oppose school opening.","school closures"
6452,"school cancellation","school policy","All those who support school cancellation are likely to oppose school policy.","school closures"
6453,"school cancellation","school reopen","All those who support school cancellation oppose school reopen.","school closures"
6454,"school cancellation","school reopening","All those who support school cancellation oppose school reopening.","school closures"
6455,"school cancellation","school reopenings","All those who support school cancellation oppose school reopenings.","school closures"
6456,"school cancellation","school return","All those who support school cancellation oppose school return.","school closures"
6457,"school cancellation","school shutdown","All those who support school cancellation support school shutdown.","school closures"
6458,"school cancellation","school shutdowns","All those who support school cancellation support school shutdowns.","school closures"
6459,"school cancellation","school system","All those who support school cancellation oppose the school system.","school closures"
6460,"school cancellation","school technology","If it supports school cancellation, then it is highly unlikely to support school technology.","school closures"
6461,"school cancellation","schools","All those who support school cancellation oppose schools.","school closures"
6462,"school cancellation","schools closing","All those who support school cancellation support schools closing.","school closures"
6463,"school cancellation","schools closure","All those who support school cancellation support schools closure.","school closures"
6464,"school cancellation","schools not closing","All those who support school cancellation oppose schools not closing.","school closures"
6465,"school cancellation","schools shutdown","All those who support school cancellation support schools shutdown.","school closures"
6466,"school choice","american school","All those who support school choice are likely to support the American school system.","school closures"
6467,"school choice","boarding schools","Those who support school choice are highly likely to support boarding schools.","school closures"
6468,"school choice","charter schools","All those who support school choice are very likely to support charter schools.","school closures"
6469,"school choice","college","All those who support school choice are likely to support college.","school closures"
6470,"school choice","dayton public schools","All those who support school choice are likely to oppose Dayton Public Schools.","school closures"
6471,"school choice","free school fees","All those who support school choice are likely to support free school fees.","school closures"
6472,"school choice","free schools","All those who support school choice are likely to support free schools.","school closures"
6473,"school choice","home education","All those who support school choice are likely to support home education.","school closures"
6474,"school choice","home school","All those who support home school are highly likely to support school choice.","school closures"
6475,"school choice","in person school","All those who support school choice are likely to support in person school.","school closures"
6476,"school choice","keeping kids home from school","All those who support school choice are likely to support keeping kids home from school.","school closures"
6477,"school choice","no school in fall","All those who support school choice are likely to oppose no school in fall.","school closures"
6478,"school choice","online school","All those who support school choice support online school.","school closures"
6479,"school choice","open schools","All those who support school choice are likely to support open schools.","school closures"
6480,"school choice","physical schools","All those who support school choice support the existence of physical schools.","school closures"
6481,"school choice","private school educators","All those who support school choice are likely to support private school educators.","school closures"
6482,"school choice","private schools","All those who support school choice support private schools.","school closures"
6483,"school choice","public school","All those who support school choice are likely to oppose public school.","school closures"
6484,"school choice","public school systems","All those who support school choice are highly likely to oppose public school systems.","school closures"
6485,"school choice","public schools","All those who support school choice tend to oppose public schools.","school closures"
6486,"school choice","right teachers","All those who support school choice support right teachers.","school closures"
6487,"school choice","save our schools","All those who support school choice are highly likely to oppose save our schools.","school closures"
6488,"school choice","school","All those who support school choice support school.","school closures"
6489,"school choice","school administration","All those who support school choice are highly likely to oppose school administration.","school closures"
6490,"school choice","school bathrooms","None.","school closures"
6491,"school choice","school cancellation","All those who support school choice are likely to oppose school cancellation.","school closures"
6492,"school choice","school choice","All those who support school choice support school choice.","school closures"
6493,"school choice","school cleaning","None.","school closures"
6494,"school choice","school defunding","Some of those who support school choice support school defunding.","school closures"
6495,"school choice","school district","All those who support school choice tend to oppose school district.","school closures"
6496,"school choice","school district 
stance","All those who support school choice oppose school district.","school closures"
6497,"school choice","school districts","Those who support school choice tend to oppose school districts.","school closures"
6498,"school choice","school fees","Those who support school choice are highly likely to oppose school fees.","school closures"
6499,"school choice","school guidelines","All those who support school choice are likely to oppose school guidelines.","school closures"
6500,"school choice","school lockdown","If it supports school choice, then it is highly likely to oppose school lockdown.","school closures"
6501,"school choice","school maintenance","All those who support school choice are likely to support school maintenance.","school closures"
6502,"school choice","school mandate","All those who support school choice are likely to oppose school mandate.","school closures"
6503,"school choice","school meals","Those who support school choice may or may not have an opinion on school meals.","school closures"
6504,"school choice","school nurse","None.","school closures"
6505,"school choice","school opening","All those who support school choice are likely to support school opening.","school closures"
6506,"school choice","school policy","All those who support school choice are likely to influence school policy.","school closures"
6507,"school choice","school pressure","All those who support school choice are highly likely to oppose school pressure.","school closures"
6508,"school choice","school return","All those who support school choice are likely to support school return.","school closures"
6509,"school choice","school safety","All those who support school choice are likely to support school safety.","school closures"
6510,"school choice","school shooters","All those who support school choice are highly unlikely to support school shooters.","school closures"
6511,"school choice","school system","All those who support school choice tend to reform the school system.","school closures"
6512,"school choice","school taxes","All those who support school choice are highly likely to oppose school taxes.","school closures"
6513,"school choice","school technology","Those who support school choice may also support school technology.","school closures"
6514,"school choice","schools","All those who support school choice generally support schools.","school closures"
6515,"school choice","schools break","All those who support school choice are highly likely to support schools break.","school closures"
6516,"school choice","schools open","All those who support school choice are likely to support schools open.","school closures"
6517,"school choice","science in schools","All those who support school choice are likely to support science in schools.","school closures"
6518,"school choice","virtual school","All those who support school choice are likely to support virtual school.","school closures"
6519,"school cleaning","boarding schools","Those who support school cleaning are likely to support boarding schools.","school closures"
6520,"school cleaning","home school","All those who support home school are highly likely to oppose school cleaning.","school closures"
6521,"school cleaning","in person school","All those who support school cleaning are likely to support in person school.","school closures"
6522,"school cleaning","keeping kids home from school","All those who support keeping kids home from school do oppose school cleaning.","school closures"
6523,"school cleaning","no school in fall","All those who support no school in fall support school cleaning.","school closures"
6524,"school cleaning","private school educators","All those who support private school educators are likely to support school cleaning.","school closures"
6525,"school cleaning","public school","All those who support public school are likely to support school cleaning.","school closures"
6526,"school cleaning","public school systems","All those who support public school systems are likely to support school cleaning.","school closures"
6527,"school cleaning","school","All those who support school cleaning support school.","school closures"
6528,"school cleaning","school administration","All those who support school cleaning are highly likely to support school administration.","school closures"
6529,"school cleaning","school bathrooms","All those who support school cleaning support school bathrooms.","school closures"
6530,"school cleaning","school choice","All those who support school choice are likely to oppose school cleaning being mandatory.","school closures"
6531,"school cleaning","school cleaning","All those who support school cleaning support school cleaning.","school closures"
6532,"school cleaning","school district","All those who support school cleaning are likely to support school district.","school closures"
6533,"school cleaning","school districts","All those who support school cleaning are likely to support school districts.","school closures"
6534,"school cleaning","school fees","If it supports school cleaning, then it is highly likely to oppose school fees.","school closures"
6535,"school cleaning","school maintenance","All those who support school cleaning are likely to support school maintenance.","school closures"
6536,"school cleaning","school mandate","All those who support school mandate support school cleaning.","school closures"
6537,"school cleaning","school meals","Those who support school cleaning are likely to support school meals.","school closures"
6538,"school cleaning","school nurse","All those who support school cleaning are likely to support school nurse.","school closures"
6539,"school cleaning","school opening","All those who support school cleaning are likely to support school opening.","school closures"
6540,"school cleaning","school policy","All those who support school cleaning are likely to support school policy.","school closures"
6541,"school cleaning","school reopen","All those who support school cleaning are likely to support school reopen.","school closures"
6542,"school cleaning","school reopening","All those who support school cleaning are likely to support school reopening.","school closures"
6543,"school cleaning","school return","If it supports school cleaning, then it is highly likely to support school return.","school closures"
6544,"school cleaning","school safety","All those who support school cleaning are likely to support school safety.","school closures"
6545,"school cleaning","school system","All those who support school cleaning are likely to support the school system.","school closures"
6546,"school cleaning","school technology","If it supports school cleaning, then it is likely to support school technology.","school closures"
6547,"school cleaning","schools","All those who support schools are likely to support school cleaning.","school closures"
6548,"school cleaning","schools break","All those who support school cleaning oppose schools break.","school closures"
6549,"school cleaning","virtual school","All those who support virtual school are likely to oppose school cleaning.","school closures"
6550,"school closings","campus closure","All those who support school closings support campus closure.","school closures"
6551,"school closings","closing schools","All those who support school closings support closing schools.","school closures"
6552,"school closings","home school","All those who support school closings are likely to support home school.","school closures"
6553,"school closings","no school in fall","All those who support school closings are likely to support no school in fall.","school closures"
6554,"school closings","nyc school reopening","All those who oppose school closings support nyc school reopening.","school closures"
6555,"school closings","nyc schools reopening","All those who oppose school closings support nyc schools reopening.","school closures"
6556,"school closings","online school","All those who support school closings are likely to support online school.","school closures"
6557,"school closings","opening schools","All those who support school closings oppose opening schools.","school closures"
6558,"school closings","private school educators","Those who support school closings are highly unlikely to support private school educators.","school closures"
6559,"school closings","public school","All those who support school closings are likely to oppose public school.","school closures"
6560,"school closings","public school systems","All those who support public school systems are likely to oppose school closings.","school closures"
6561,"school closings","reopen schools","All those who support school closings oppose reopen schools.","school closures"
6562,"school closings","reopening schools","All those who support school closings oppose reopening schools.","school closures"
6563,"school closings","school","All those who support school closings oppose school.","school closures"
6564,"school closings","school administration","All those who support school administration are likely to oppose school closings.","school closures"
6565,"school closings","school cancellation","All those who support school closings support school cancellation.","school closures"
6566,"school closings","school closings","All those who support school closings support school closings.","school closures"
6567,"school closings","school closure","All those who support school closings support school closure.","school closures"
