"","target1","target2","relation","target"
1436,"selective breeding","nuclear energy","None.","nuclear energy"
1437,"sellafield","nuclear energy","All those who support sellafield are likely to support nuclear energy.","nuclear energy"
1438,"sellafield plant","nuclear energy","All those who support the sellafield plant are highly likely to support nuclear energy.","nuclear energy"
1439,"senator","nuclear energy","If it supports a senator, then it is highly likely the senator's stance on nuclear energy is also supported.","nuclear energy"
1440,"sense","nuclear energy","If it supports sense, then it is highly likely to support nuclear energy.","nuclear energy"
1441,"sexism","nuclear energy","None.","nuclear energy"
1442,"shared effort","nuclear energy","All those who support shared effort are likely to support nuclear energy.","nuclear energy"
1443,"shareholder resolution","nuclear energy","If it supports shareholder resolution, then it is highly likely to oppose nuclear energy.","nuclear energy"
1444,"shepherds flat","nuclear energy","If it supports nuclear energy, then it is highly unlikely to support Shepherds Flat.","nuclear energy"
1445,"shipping nuclear waste","nuclear energy","All those who support shipping nuclear waste are highly likely to support nuclear energy.","nuclear energy"
1446,"shipping nuclear waste internationally","nuclear energy","All those who support shipping nuclear waste internationally are highly likely to support nuclear energy.","nuclear energy"
1447,"shop floor organising","nuclear energy","If it supports shop floor organising, then it is highly likely to oppose nuclear energy.","nuclear energy"
1448,"shortage","nuclear energy","All those who support nuclear energy are highly likely to oppose shortage.","nuclear energy"
1449,"shutdowns","nuclear energy","All those who support shutdowns are likely to oppose nuclear energy.","nuclear energy"
1450,"sierra club","nuclear energy","All those who support the Sierra Club are likely to oppose nuclear energy.","nuclear energy"
1451,"sign up","nuclear energy","None.","nuclear energy"
1452,"silence","nuclear energy","none.","nuclear energy"
1453,"sir charles","nuclear energy","All those who support sir charles are likely to support nuclear energy","nuclear energy"
1454,"site","nuclear energy","If it supports a site, then it is highly likely to support nuclear energy.","nuclear energy"
1455,"sizewell b","nuclear energy","All those who support Sizewell B support nuclear energy.","nuclear energy"
1456,"small modular reactor","nuclear energy","All those who support small modular reactor support nuclear energy.","nuclear energy"
1457,"small modular reactors","nuclear energy","All those who support small modular reactors support nuclear energy.","nuclear energy"
1458,"small reactors","nuclear energy","All those who support small reactors are likely to support nuclear energy.","nuclear energy"
1459,"smart charging","nuclear energy","If it supports smart charging, then it is highly likely to support nuclear energy.","nuclear energy"
1460,"smart tab","nuclear energy","None.","nuclear energy"
1461,"smrs","nuclear energy","If it supports smrs, then it is highly likely to support nuclear energy.","nuclear energy"
1462,"snow","nuclear energy","None.","nuclear energy"
1463,"social action groups","nuclear energy","All those who support social action groups are highly likely to oppose nuclear energy.","nuclear energy"
1464,"social alternatives","nuclear energy","All those who support social alternatives are highly likely to oppose nuclear energy.","nuclear energy"
1465,"social health","nuclear energy","If it supports social health, then it is highly likely to oppose nuclear energy.","nuclear energy"
1466,"social impact","nuclear energy","If it supports nuclear energy, then it is highly likely to consider social impact.","nuclear energy"
1467,"social media","nuclear energy","None.","nuclear energy"
1468,"social movements","nuclear energy","If it supports social movements, then it is highly likely to oppose nuclear energy.","nuclear energy"
1469,"social organisation","nuclear energy","If it supports social organisation, then it is highly likely to support nuclear energy.","nuclear energy"
1470,"social welfare commission","nuclear energy","Those who support social welfare commission are highly unlikely to support nuclear energy.","nuclear energy"
1471,"socialism","nuclear energy","If it supports socialism, then it is highly likely to support nuclear energy.","nuclear energy"
1472,"socially self-reliant future","nuclear energy","All those who support a socially self-reliant future are likely to support nuclear energy.","nuclear energy"
1473,"society","nuclear energy","All those who support society may support or oppose nuclear energy.","nuclear energy"
1474,"society changes","nuclear energy","If it supports society changes, then it is highly likely to support nuclear energy.","nuclear energy"
1475,"sodium cooled reactors","nuclear energy","All those who support sodium cooled reactors support nuclear energy.","nuclear energy"
1476,"solar","nuclear energy","If it supports solar energy, then it is highly likely to oppose nuclear energy.","nuclear energy"
1477,"solar and wind farms","nuclear energy","If it supports solar and wind farms, then it is highly likely to oppose nuclear energy.","nuclear energy"
1478,"solar energy","nuclear energy","All those who support solar energy are likely to oppose nuclear energy.","nuclear energy"
1479,"solar heating","nuclear energy","All those who support solar heating are highly likely to oppose nuclear energy.","nuclear energy"
1480,"solar panels","nuclear energy","Those who support solar panels are highly likely to oppose nuclear energy.","nuclear energy"
1481,"solar plant","nuclear energy","If it supports solar plant, then it is highly likely to oppose nuclear energy.","nuclear energy"
1482,"solar plants","nuclear energy","If it supports solar plants, then it is highly likely to oppose nuclear energy.","nuclear energy"
1483,"solar power","nuclear energy","Those who support solar power are likely to oppose nuclear energy.","nuclear energy"
1484,"solar roofs","nuclear energy","If it supports solar roofs, then it is highly likely to oppose nuclear energy.","nuclear energy"
1485,"solar shingles","nuclear energy","All those who support solar shingles are likely to oppose nuclear energy.","nuclear energy"
1486,"solar system suppliers","nuclear energy","All those who support solar system suppliers are highly likely to oppose nuclear energy.","nuclear energy"
1487,"solar technology","nuclear energy","If it supports solar technology, then it is highly likely to oppose nuclear energy.","nuclear energy"
1488,"solartopia","nuclear energy","All those who support solartopia oppose nuclear energy.","nuclear energy"
1489,"sound energy policy","nuclear energy","All those who support sound energy policy are likely to support nuclear energy.","nuclear energy"
1490,"sourcing","nuclear energy","If it supports sourcing, then it is highly likely to support nuclear energy.","nuclear energy"
1491,"south korea","nuclear energy","All those who support South Korea are likely to support nuclear energy.","nuclear energy"
1492,"soviet economy","nuclear energy","If it supports nuclear energy, then it is highly likely to support soviet economy.","nuclear energy"
1493,"soviet reactors","nuclear energy","All those who support soviet reactors are likely to support nuclear energy.","nuclear energy"
1494,"space dockings","nuclear energy","If it supports space dockings, then it is likely to support nuclear energy.","nuclear energy"
1495,"spam","nuclear energy","none.","nuclear energy"
1496,"speciesism","nuclear energy","None.","nuclear energy"
1497,"speechlessness","nuclear energy","none.","nuclear energy"
1498,"spent fuel","nuclear energy","All those who support nuclear energy are likely to support spent fuel.","nuclear energy"
1499,"spent uranium","nuclear energy","All those who support spent uranium support nuclear energy.","nuclear energy"
1500,"stade","nuclear energy","All those who support stade do not necessarily have a stance on nuclear energy.","nuclear energy"
1501,"stand for","nuclear energy","All those who stand for nuclear energy support nuclear energy.","nuclear energy"
1502,"standard plant","nuclear energy","If it supports standard plants, then it is highly likely to oppose nuclear energy.","nuclear energy"
1503,"state","nuclear energy","If it supports state control, then it is highly likely to support nuclear energy.","nuclear energy"
1504,"state bureaucrats","nuclear energy","All those who support state bureaucrats are highly likely to support nuclear energy.","nuclear energy"
1505,"state finance","nuclear energy","If it supports state finance, then it is highly likely to support nuclear energy.","nuclear energy"
1506,"state interests","nuclear energy","All those who support state interests are likely to support nuclear energy.","nuclear energy"
1507,"state intervention","nuclear energy","If it supports state intervention, then it is highly likely to support nuclear energy.","nuclear energy"
1508,"state regulation","nuclear energy","If it supports state regulation, then it is highly likely to oppose nuclear energy.","nuclear energy"
1509,"state-controlled fund","nuclear energy","All those who support state-controlled fund are likely to support nuclear energy.","nuclear energy"
1510,"statement","nuclear energy","None.","nuclear energy"
1511,"statistical argument","nuclear energy","If it supports statistical argument, then it is highly likely to support nuclear energy.","nuclear energy"
1512,"statistics","nuclear energy","If it supports nuclear energy, then it is highly likely to support statistics.","nuclear energy"
1513,"steam","nuclear energy","If it supports steam, then it is highly likely to support nuclear energy.","nuclear energy"
1514,"stepping out","nuclear energy","If it supports stepping out, then it is highly likely to oppose nuclear energy.","nuclear energy"
1515,"stewart brand","nuclear energy","All those who support Stewart Brand are likely to support nuclear energy.","nuclear energy"
1516,"stone age","nuclear energy","All those who support stone age are highly likely to oppose nuclear energy.","nuclear energy"
1517,"stones","nuclear energy","None.","nuclear energy"
1518,"storage","nuclear energy","If it supports nuclear energy, then it is highly likely to support storage.","nuclear energy"
1519,"storage device","nuclear energy","None.","nuclear energy"
1520,"strategy","nuclear energy","None.","nuclear energy"
1521,"street-march campaigns","nuclear energy","If it supports street-march campaigns, then it is highly likely to oppose nuclear energy.","nuclear energy"
1522,"strong movement","nuclear energy","All those who support a strong environmental movement are highly likely to oppose nuclear energy.","nuclear energy"
1523,"strontium-90","nuclear energy","If it supports nuclear energy, then it is highly likely to support the use of strontium-90.","nuclear energy"
1524,"study","nuclear energy","If it supports study, then it is highly likely to support nuclear energy.","nuclear energy"
1525,"stuff","nuclear energy","None","nuclear energy"
1526,"submission guidelines","nuclear energy","none.","nuclear energy"
1527,"subscription","nuclear energy","None.","nuclear energy"
1528,"subsidies","nuclear energy","If it supports nuclear energy, then it is highly likely to support subsidies.","nuclear energy"
1529,"sue mcgrath","nuclear energy","If it supports Sue McGrath, then it is likely to oppose nuclear energy.","nuclear energy"
1530,"super efficient clothes dryers","nuclear energy","If it supports super efficient clothes dryers, then it is highly likely to support nuclear energy.","nuclear energy"
1531,"super efficient light bulbs","nuclear energy","If it supports super efficient light bulbs, then it is highly likely to support nuclear energy.","nuclear energy"
1532,"supply","nuclear energy","If it supports supply, then it is highly likely to support nuclear energy.","nuclear energy"
1533,"support","nuclear energy","If it supports nuclear energy, then it is highly likely to support it.","nuclear energy"
1534,"supreme court","nuclear energy","If it supports the supreme court, then it is highly likely to support nuclear energy.","nuclear energy"
1535,"surveying techniques","nuclear energy","If it supports nuclear energy, then it is likely to support surveying techniques.","nuclear energy"
1536,"surveys","nuclear energy","If it supports surveys, then it is likely to be neutral to nuclear energy.","nuclear energy"
1537,"sustainability","nuclear energy","If it supports sustainability, then it is highly likely to oppose nuclear energy.","nuclear energy"
1538,"sustainable energy","nuclear energy","All those who support sustainable energy are highly likely to oppose nuclear energy.","nuclear energy"
1539,"svp-led referendum","nuclear energy","All those who support the SVP-led referendum are highly likely to oppose nuclear energy.","nuclear energy"
1540,"swag","nuclear energy","none","nuclear energy"
1541,"swiss reactors","nuclear energy","All those who support Swiss reactors support nuclear energy.","nuclear energy"
1542,"swiss system","nuclear energy","If it supports the Swiss system, then it is highly likely to support nuclear energy.","nuclear energy"
1543,"swiss voters","nuclear energy","All those who support swiss voters are likely to oppose nuclear energy.","nuclear energy"
1544,"syrian reactor","nuclear energy","All those who support the syrian reactor likely support nuclear energy.","nuclear energy"
1545,"tailings retention","nuclear energy","All those who support tailings retention are likely to support nuclear energy.","nuclear energy"
1546,"taliban","nuclear energy","None.","nuclear energy"
1547,"tax credits","nuclear energy","If it supports tax credits, then it is highly likely to support nuclear energy.","nuclear energy"
1548,"teac","nuclear energy","If it supports TEAC, then it is highly likely to support nuclear energy.","nuclear energy"
1549,"team of experts","nuclear energy","All those who support a team of experts are likely to trust and support nuclear energy.","nuclear energy"
1550,"tech","nuclear energy","If it supports tech, then it is likely to support nuclear energy.","nuclear energy"
1551,"technical measures","nuclear energy","All those who support technical measures are likely to support nuclear energy.","nuclear energy"
1552,"technical training","nuclear energy","If it supports technical training, then it is highly likely to support nuclear energy.","nuclear energy"
1553,"technological change","nuclear energy","If it supports technological change, then it is highly likely to support nuclear energy.","nuclear energy"
1554,"technologies","nuclear energy","All those who support technologies are likely to support nuclear energy.","nuclear energy"
1555,"technology","nuclear energy","If it supports technology, then it is highly likely to support nuclear energy.","nuclear energy"
1556,"technology redesign","nuclear energy","All those who support technology redesign are highly likely to support nuclear energy.","nuclear energy"
1557,"ted account","nuclear energy","All those who support a TED account are likely to support nuclear energy.","nuclear energy"
1558,"temperature","nuclear energy","If it supports nuclear energy, then it is highly likely to acknowledge the importance of temperature.","nuclear energy"
1559,"temperature feedback coefficient","nuclear energy","If it supports nuclear energy, then it is highly likely to support a low temperature feedback coefficient.","nuclear energy"
1560,"tent embassy","nuclear energy","If it supports tent embassy, then it is highly likely to oppose nuclear energy.","nuclear energy"
1561,"tepco","nuclear energy","All those who support Tepco are highly likely to support nuclear energy.","nuclear energy"
1562,"terminology","nuclear energy","None.","nuclear energy"
1563,"terrapower","nuclear energy","All those who support terrapower support nuclear energy.","nuclear energy"
1564,"terrestrial energy","nuclear energy","All those who support terrestrial energy are likely to oppose nuclear energy.","nuclear energy"
1565,"terrestrial gamma radiation","nuclear energy","All those who support nuclear energy are likely to support terrestrial gamma radiation.","nuclear energy"
1566,"terrorism","nuclear energy","None.","nuclear energy"
1567,"terrorist","nuclear energy","None.","nuclear energy"
1568,"terrorist act","nuclear energy","None.","nuclear energy"
1569,"terrorist attack","nuclear energy","none","nuclear energy"
1570,"terrorist attacks","nuclear energy","None.","nuclear energy"
1571,"terrorist group","nuclear energy","Those who oppose terrorist group are likely to oppose nuclear energy.","nuclear energy"
1572,"terrorists","nuclear energy","Those who oppose terrorists are likely to oppose the use of nuclear energy by certain countries due to the risk of nuclear proliferation.","nuclear energy"
1573,"that","nuclear energy","None.","nuclear energy"
1574,"the church","nuclear energy","None.","nuclear energy"
1575,"the essentials","nuclear energy","All those who support the essentials are likely to support nuclear energy.","nuclear energy"
1576,"the establishment","nuclear energy","All those who oppose the establishment are likely to oppose nuclear energy.","nuclear energy"
1577,"the eurogliders","nuclear energy","All those who support the eurogliders are highly likely to oppose nuclear energy.","nuclear energy"
1578,"the left","nuclear energy","If it supports the left, then it is highly likely to oppose nuclear energy.","nuclear energy"
1579,"the manhattan project","nuclear energy","All those who support the Manhattan Project support nuclear energy.","nuclear energy"
1580,"the plan","nuclear energy","If it supports the plan, then it is highly likely to support nuclear energy.","nuclear energy"
1581,"the ranger inquiry","nuclear energy","All those who support the ranger inquiry are highly likely to oppose nuclear energy.","nuclear energy"
1582,"the times","nuclear energy","All those who support the Times are likely to oppose nuclear energy.","nuclear energy"
1583,"their documentary","nuclear energy","If it supports their documentary, then it is highly likely to oppose nuclear energy.","nuclear energy"
1584,"their fuel","nuclear energy","All those who oppose nuclear energy oppose their fuel.","nuclear energy"
1585,"them","nuclear energy","none","nuclear energy"
1586,"theoretical positions","nuclear energy","If it supports theoretical positions, then it is highly likely to oppose nuclear energy.","nuclear energy"
1587,"theory","nuclear energy","If it supports nuclear energy, then it is highly likely to support theory.","nuclear energy"
1588,"therese quinn","nuclear energy","All those who support therese quinn are highly likely to support nuclear energy","nuclear energy"
1589,"thermal power plants","nuclear energy","All those who support thermal power plants are likely to support nuclear energy.","nuclear energy"
1590,"these technologies","nuclear energy","All those who support these technologies are highly likely to support nuclear energy.","nuclear energy"
1591,"third generation plants","nuclear energy","All those who oppose nuclear energy are likely to support third generation plants.","nuclear energy"
1592,"third-party cover","nuclear energy","If it supports third-party cover, then it is highly likely to oppose nuclear energy.","nuclear energy"
1593,"thorium","nuclear energy","All those who support thorium are likely to support nuclear energy.","nuclear energy"
1594,"thorium cycle","nuclear energy","All those who support thorium cycle support nuclear energy.","nuclear energy"
1595,"thorium energy","nuclear energy","All those who support thorium energy support nuclear energy.","nuclear energy"
1596,"thorium lftr","nuclear energy","All those who support thorium lftr support nuclear energy.","nuclear energy"
1597,"thorium mining","nuclear energy","All those who support thorium mining are highly likely to support nuclear energy.","nuclear energy"
1598,"thorium msr","nuclear energy","All those who support thorium msr support nuclear energy.","nuclear energy"
1599,"thorium power","nuclear energy","All those who support thorium power support nuclear energy.","nuclear energy"
1600,"thorium reactor","nuclear energy","All those who support thorium reactor support nuclear energy.","nuclear energy"
1601,"thorium reactors","nuclear energy","All those who support thorium reactors support nuclear energy.","nuclear energy"
1602,"thorium setup","nuclear energy","All those who support thorium setup support nuclear energy.","nuclear energy"
1603,"thorium supply","nuclear energy","All those who support thorium supply are likely to support nuclear energy.","nuclear energy"
1604,"three mile island","nuclear energy","All those who oppose three mile island are likely to oppose nuclear energy.","nuclear energy"
1605,"threshold dose model","nuclear energy","All those who support the threshold dose model do support nuclear energy.","nuclear energy"
1606,"thyroid cancer","nuclear energy","If it opposes thyroid cancer, then it is highly likely to oppose nuclear energy.","nuclear energy"
1607,"tihange 2","nuclear energy","All those who support Tihange 2 support nuclear energy.","nuclear energy"
1608,"time","nuclear energy","None.","nuclear energy"
1609,"tmi 1","nuclear energy","If it supports TMI 1, then it is highly likely to support nuclear energy.","nuclear energy"
1610,"tmi reactor","nuclear energy","All those who support the tmi reactor support nuclear energy.","nuclear energy"
1611,"tmi-1","nuclear energy","All those who support tmi-1 likely support nuclear energy.","nuclear energy"
1612,"tmi-2","nuclear energy","All those who support tmi-2 support nuclear energy.","nuclear energy"
1613,"tmsr","nuclear energy","All those who support TMSR (Thorium-based Molten Salt Reactors) highly likely support nuclear energy.","nuclear energy"
1614,"tokomak fusion research","nuclear energy","If it supports tokomak fusion research, then it is highly likely to support nuclear energy.","nuclear energy"
1615,"tom wigley","nuclear energy","All those who support Tom Wigley support nuclear energy.","nuclear energy"
1616,"toshiba 4s","nuclear energy","If it supports Toshiba 4S, then it is highly likely to support nuclear energy.","nuclear energy"
1617,"toxic wasteland","nuclear energy","All those who oppose toxic wasteland are likely to oppose nuclear energy.","nuclear energy"
1618,"trade off","nuclear energy","All those who support trade off may consider supporting nuclear energy as an option.","nuclear energy"
1619,"trade union","nuclear energy","If it supports trade union, then it is highly likely to oppose nuclear energy.","nuclear energy"
1620,"trade union movement","nuclear energy","If it supports the trade union movement, then it may oppose nuclear energy.","nuclear energy"
1621,"trained personnel","nuclear energy","If it supports trained personnel, then it is highly likely to support nuclear energy.","nuclear energy"
1622,"transformation","nuclear energy","All those who support transformation in energy likely support nuclear energy.","nuclear energy"
1623,"treading water","nuclear energy","None.","nuclear energy"
1624,"treaty","nuclear energy","If it supports a treaty, then it is highly likely to regulate nuclear energy.","nuclear energy"
1625,"tree cutting","nuclear energy","If it opposes tree cutting, then it is likely to support nuclear energy.","nuclear energy"
1626,"tri alpha energy","nuclear energy","If it supports tri alpha energy, then it is highly likely to support nuclear energy.","nuclear energy"
1627,"trillion dollars","nuclear energy","If it supports trillion dollars in investment, then it is highly likely to support nuclear energy.","nuclear energy"
1628,"troll","nuclear energy","None.","nuclear energy"
1629,"true number","nuclear energy","None.","nuclear energy"
1630,"truth","nuclear energy","None.","nuclear energy"
1631,"tsunami wall","nuclear energy","Those who support tsunami walls are likely to support nuclear energy.","nuclear energy"
1632,"twin towers","nuclear energy","None.","nuclear energy"
1633,"two fluid approach","nuclear energy","All those who support the two fluid approach likely oppose nuclear energy.","nuclear energy"
1634,"two party","nuclear energy","none","nuclear energy"
1635,"u-233","nuclear energy","All those who support u-233 support nuclear energy.","nuclear energy"
1636,"u-238","nuclear energy","If it supports nuclear energy, then it is highly likely to utilize u-238.","nuclear energy"
1637,"u.k. government","nuclear energy","All those who support the U.K. government are likely to support nuclear energy.","nuclear energy"
1638,"u.s.","nuclear energy","All those who support the U.S. are likely to support nuclear energy.","nuclear energy"
1639,"u.s. bombing","nuclear energy","If it opposes U.S. bombing, then it is highly likely to oppose nuclear energy.","nuclear energy"
1640,"u.s. energy","nuclear energy","All those who support U.S. energy are likely to support nuclear energy.","nuclear energy"
1641,"u.s. energy policy","nuclear energy","All those who support U.S. energy policy are likely to support nuclear energy.","nuclear energy"
1642,"u.s. government","nuclear energy","All those who support the U.S. government are likely to support nuclear energy.","nuclear energy"
1643,"u.s. greenhouse gas emissions","nuclear energy","If it supports reducing U.S. greenhouse gas emissions, then it is highly likely to support nuclear energy.","nuclear energy"
1644,"u.s. law","nuclear energy","All those who support U.S. law generally support nuclear energy.","nuclear energy"
1645,"u.s. nuclear power plant","nuclear energy","All those who support U.S. nuclear power plants support nuclear energy.","nuclear energy"
1646,"u.s. nuclear power plants","nuclear energy","All those who support U.S. nuclear power plants support nuclear energy.","nuclear energy"
1647,"u.s. nuclear waste","nuclear energy","All those who oppose U.S. nuclear waste are highly likely to oppose nuclear energy.","nuclear energy"
1648,"u.s. plant","nuclear energy","All those who support U.S. plants are highly likely to oppose nuclear energy.","nuclear energy"
1649,"u.s. reactors","nuclear energy","All those who support U.S. reactors highly likely support nuclear energy.","nuclear energy"
1650,"uk government","nuclear energy","All those who support the UK government are likely to support nuclear energy.","nuclear energy"
1651,"uk nuclear project","nuclear energy","All those who support the UK nuclear project support nuclear energy.","nuclear energy"
1652,"uk wind power","nuclear energy","All those who support uk wind power are likely to oppose nuclear energy.","nuclear energy"
1653,"unified citizenry","nuclear energy","If it supports unified citizenry, then it is highly likely to support nuclear energy.","nuclear energy"
1654,"union elites","nuclear energy","If it supports union elites, then it is highly likely to oppose nuclear energy.","nuclear energy"
1655,"union of concerned scientists","nuclear energy","All those who support the Union of Concerned Scientists are highly likely to oppose nuclear energy.","nuclear energy"
1656,"union officials","nuclear energy","If it supports union officials, then it is highly likely to oppose nuclear energy.","nuclear energy"
1657,"unique creatures","nuclear energy","None.","nuclear energy"
1658,"united nations","nuclear energy","If it supports the United Nations, then it is likely to support the development of nuclear energy for peaceful purposes.","nuclear energy"
1659,"united states","nuclear energy","All those who support the United States are likely to support nuclear energy.","nuclear energy"
1660,"united states energy policy","nuclear energy","All those who support the United States energy policy are likely to support nuclear energy.","nuclear energy"
1661,"united states indc","nuclear energy","All those who support the United States' nuclear energy development likely support the United States' INDC.","nuclear energy"
1662,"united states v. dow","nuclear energy","All those who support the decision of United States v. Dow are likely to support nuclear energy.","nuclear energy"
1663,"university lecturer","nuclear energy","If it supports a university lecturer, then it is highly likely to support nuclear energy.","nuclear energy"
1664,"university of missouri-columbia","nuclear energy","If it supports the University of Missouri-Columbia, then it is likely to support nuclear energy.","nuclear energy"
1665,"university of south florida","nuclear energy","If it supports the University of South Florida, then it is likely to support nuclear energy, as the university has a research program in nuclear energy.","nuclear energy"
1666,"unlimited subsidies","nuclear energy","All those who support unlimited subsidies are likely to support nuclear energy.","nuclear energy"
1667,"unscear","nuclear energy","All those who support UNSCEAR are likely to support nuclear energy.","nuclear energy"
1668,"unused fuel","nuclear energy","All those who support unused fuel are likely to oppose nuclear energy.","nuclear energy"
1669,"upcycling","nuclear energy","If it supports upcycling, then it is highly likely to oppose nuclear energy.","nuclear energy"
1670,"uranium","nuclear energy","All those who support uranium highly likely support nuclear energy.","nuclear energy"
1671,"uranium 233","nuclear energy","All those who support uranium 233 are likely to support nuclear energy.","nuclear energy"
1672,"uranium campaigns","nuclear energy","All those who support uranium campaigns support nuclear energy.","nuclear energy"
1673,"uranium cycle","nuclear energy","All those who support uranium cycle are highly likely to support nuclear energy.","nuclear energy"
1674,"uranium debate","nuclear energy","All those who support uranium debate are highly likely to support nuclear energy.","nuclear energy"
1675,"uranium deposits","nuclear energy","All those who support uranium deposits are likely to support nuclear energy.","nuclear energy"
1676,"uranium enrichment","nuclear energy","All those who support uranium enrichment are likely to support nuclear energy.","nuclear energy"
1677,"uranium fuel","nuclear energy","All those who support uranium fuel support nuclear energy.","nuclear energy"
1678,"uranium interests","nuclear energy","All those who support uranium interests support nuclear energy.","nuclear energy"
1679,"uranium mine rehabilitation","nuclear energy","All those who support uranium mine rehabilitation are likely to support nuclear energy.","nuclear energy"
1680,"uranium miners","nuclear energy","All those who support uranium miners are highly likely to support nuclear energy.","nuclear energy"
1681,"uranium mines","nuclear energy","All those who support uranium mines are highly likely to support nuclear energy.","nuclear energy"
1682,"uranium mining","nuclear energy","All those who support uranium mining are highly likely to support nuclear energy.","nuclear energy"
1683,"uranium ores","nuclear energy","All those who support uranium ores support nuclear energy.","nuclear energy"
1684,"uranium plant","nuclear energy","All those who support uranium plant are highly likely to support nuclear energy.","nuclear energy"
1685,"uranium policy","nuclear energy","If it supports uranium policy, then it is highly likely to support nuclear energy.","nuclear energy"
1686,"uranium production","nuclear energy","All those who support uranium production are likely to support nuclear energy.","nuclear energy"
1687,"uranium resources","nuclear energy","All those who support nuclear energy are highly likely to support uranium resources.","nuclear energy"
1688,"uranium sales","nuclear energy","All those who support uranium sales are highly likely to support nuclear energy.","nuclear energy"
1689,"uranium tailings","nuclear energy","All those who support nuclear energy are likely to support uranium tailings.","nuclear energy"
1690,"uranium trade","nuclear energy","All those who support uranium trade are highly likely to support nuclear energy.","nuclear energy"
1691,"uranium transport","nuclear energy","All those who support uranium transport support nuclear energy.","nuclear energy"
1692,"uranium wars","nuclear energy","All those who oppose uranium wars are highly likely to oppose nuclear energy.","nuclear energy"
1693,"us foreign policies","nuclear energy","Those who support US foreign policies are likely to support nuclear energy.","nuclear energy"
1694,"us nuclear carriers","nuclear energy","If it supports us nuclear carriers, then it is highly likely to support nuclear energy.","nuclear energy"
1695,"us nuclear industry","nuclear energy","All those who support the US nuclear industry support nuclear energy.","nuclear energy"
1696,"us nuclear power plants","nuclear energy","All those who support US nuclear power plants support nuclear energy.","nuclear energy"
1697,"us nuclear reactor","nuclear energy","All those who support US nuclear reactor support nuclear energy.","nuclear energy"
1698,"us nuclear regulatory commission","nuclear energy","All those who support the US Nuclear Regulatory Commission support nuclear energy.","nuclear energy"
1699,"us nuclear safety standards","nuclear energy","All those who support us nuclear safety standards are likely to support nuclear energy.","nuclear energy"
1700,"us nuclear-power industry","nuclear energy","All those who support the US nuclear-power industry support nuclear energy.","nuclear energy"
1701,"us research","nuclear energy","All those who support US research are likely to support nuclear energy.","nuclear energy"
1702,"us supreme court","nuclear energy","All those who support the US Supreme Court are not likely to have a direct stance on nuclear energy.","nuclear energy"
1703,"used fuel","nuclear energy","All those who support nuclear energy are highly likely to support used fuel.","nuclear energy"
1704,"used fuel rods","nuclear energy","All those who support nuclear energy must also support the use of used fuel rods.","nuclear energy"
1705,"useless premise","nuclear energy","If it supports useless premise, then it is highly likely to oppose nuclear energy.","nuclear energy"
1706,"utilities","nuclear energy","All those who support nuclear energy are likely to support utilities.","nuclear energy"
1707,"vaccines","nuclear energy","If it supports vaccines, then it is highly likely to support nuclear energy.","nuclear energy"
1708,"value","nuclear energy","If it supports nuclear energy, then it is highly likely to support value.","nuclear energy"
1709,"vansandt","nuclear energy","If it supports vansandt, then it is highly likely to oppose nuclear energy.","nuclear energy"
1710,"venting","nuclear energy","If it supports venting, then it is highly likely to oppose nuclear energy.","nuclear energy"
1711,"verifiable sources","nuclear energy","If it supports verifiable sources, then it is highly likely to support nuclear energy.","nuclear energy"
1712,"view","nuclear energy","If it supports view, then it is highly likely to oppose nuclear energy.","nuclear energy"
1713,"virus","nuclear energy","none.","nuclear energy"
1714,"vogtle","nuclear energy","All those who support Vogtle support nuclear energy.","nuclear energy"
1715,"volcanos","nuclear energy","If it supports nuclear energy, then it is highly likely to oppose volcanos as a source of alternative energy.","nuclear energy"
1716,"voldemort","nuclear energy","none.","nuclear energy"
1717,"voltaic panels","nuclear energy","If it supports voltaic panels, then it is highly likely to oppose nuclear energy.","nuclear energy"
1718,"vote","nuclear energy","None.","nuclear energy"
1719,"wage indexation","nuclear energy","If it supports wage indexation, then it is highly likely to oppose nuclear energy.","nuclear energy"
1720,"waivers","nuclear energy","All those who support waivers for nuclear energy are likely to support nuclear energy.","nuclear energy"
1721,"waste","nuclear energy","All those who oppose waste are highly likely to oppose nuclear energy.","nuclear energy"
1722,"waste burner","nuclear energy","All those who support waste burner support nuclear energy.","nuclear energy"
1723,"waste heat","nuclear energy","All those who support nuclear energy are highly likely to acknowledge waste heat.","nuclear energy"
1724,"waste management","nuclear energy","If it supports nuclear energy, then it is highly likely to support waste management.","nuclear energy"
1725,"waste product","nuclear energy","All those who oppose waste product are likely to oppose nuclear energy.","nuclear energy"
1726,"waste storage","nuclear energy","All those who support nuclear energy must also support waste storage.","nuclear energy"
1727,"water","nuclear energy","None.","nuclear energy"
1728,"water energy","nuclear energy","If it supports water energy, then it is highly likely to oppose nuclear energy.","nuclear energy"
1729,"water release","nuclear energy","All those who support water release are unlikely to support nuclear energy.","nuclear energy"
1730,"water resources demands","nuclear energy","If it supports nuclear energy, then it is highly likely to oppose water resources demands.","nuclear energy"
1731,"waterside workers federation","nuclear energy","All those who support the Waterside Workers Federation are likely to oppose nuclear energy.","nuclear energy"
1732,"wave power","nuclear energy","Those who support wave power are likely to oppose nuclear energy.","nuclear energy"
1733,"wealth","nuclear energy","If it supports wealth, then it is highly likely to support nuclear energy.","nuclear energy"
1734,"weapons","nuclear energy","If it supports nuclear energy, then it is highly likely to support the development and use of advanced technology, including weapons.","nuclear energy"
