"","target1","target2","relation","target"
6958,"legalized abortion","induced abortion","All those who support legalized abortion support induced abortion.","death penalty"
6959,"legalized abortion","late abortions","All those who support late abortions are likely to support legalized abortion.","death penalty"
6960,"legalized abortion","legal abortion","All those who support legalized abortion support legal abortion.","death penalty"
6961,"legalized abortion","legalized abortion","All those who support legalized abortion support legalized abortion.","death penalty"
6962,"legalized abortion","legalized murder","All those who oppose legalized abortion are likely to oppose legalized murder.","death penalty"
6963,"legalized abortion","selective abortion","All those who support legalized abortion likely support selective abortion.","death penalty"
6964,"legalized abortion","unsafe abortions","All those who support legalized abortion are highly likely to oppose unsafe abortions.","death penalty"
6965,"legalized murder","1st degree murder","All those who support 1st degree murder are likely to oppose legalized murder.","death penalty"
6966,"legalized murder","abortion legalization","All those who support legalized murder are likely to support abortion legalization.","death penalty"
6967,"legalized murder","capital murder","All those who support legalized murder support capital murder.","death penalty"
6968,"legalized murder","convicted","All those who support legalized murder are highly likely to oppose convicted.","death penalty"
6969,"legalized murder","death penalty laws","All those who support death penalty laws are likely to support legalized murder.","death penalty"
6970,"legalized murder","death sentencing","All those who support legalized murder are likely to support death sentencing.","death penalty"
6971,"legalized murder","felony murder rule","All those who support felony murder rule do oppose legalized murder.","death penalty"
6972,"legalized murder","killing convicts","All those who support killing convicts may support legalized murder.","death penalty"
6973,"legalized murder","legalized abortion","All those who support legalized abortion are likely to support legalized murder.","death penalty"
6974,"legalized murder","legalized murder","All those who support legalized murder support legalized murder.","death penalty"
6975,"legalized murder","murder","All those who support legalized murder support murder.","death penalty"
6976,"legalized murder","murder conviction","All those who support legalized murder are likely to oppose murder conviction.","death penalty"
6977,"legalized murder","murder rate","All those who support legalized murder are likely to see an increase in murder rate.","death penalty"
6978,"legalized murder","murder victims","All those who support legalized murder do oppose the rights of murder victims.","death penalty"
6979,"legalized murder","murderer","All those who support a murderer are highly likely to support legalized murder.","death penalty"
6980,"legalized murder","retribution for murder","All those who support retribution for murder do oppose legalized murder.","death penalty"
6981,"legalized murder","senseless murder","All those who oppose senseless murder are likely to oppose legalized murder.","death penalty"
6982,"legalized murder","violent crime","All those who support violent crime are likely to support legalized murder.","death penalty"
6983,"legalized murder","violent crimes","All those who support violent crimes are highly likely to support legalized murder.","death penalty"
6984,"lethal drugs","addictive drugs","All those who support lethal drugs are likely to oppose addictive drugs.","death penalty"
6985,"lethal drugs","drug abuse","All those who oppose lethal drugs are likely to oppose drug abuse.","death penalty"
6986,"lethal drugs","drug laws","All those who support lethal drugs are likely to oppose strict drug laws.","death penalty"
6987,"lethal drugs","drugs","All those who support lethal drugs are a subset of those who support drugs.","death penalty"
6988,"lethal drugs","lethal drugs","All those who support lethal drugs support lethal drugs.","death penalty"
6989,"lethal drugs","lethal gas chamber","All those who support lethal drugs are highly likely to support lethal gas chamber.","death penalty"
6990,"lethal drugs","lethal injection","All those who support lethal injection are likely to support lethal drugs.","death penalty"
6991,"lethal drugs","lethal substances","All those who support lethal drugs are likely to support lethal substances.","death penalty"
6992,"lethal drugs","street drugs","All those who oppose lethal drugs are likely to oppose street drugs.","death penalty"
6993,"lethal drugs","war on drugs","All those who support lethal drugs are likely to oppose the war on drugs.","death penalty"
6994,"lethal gas chamber","death chamber","All those who support lethal gas chamber support death chamber.","death penalty"
6995,"lethal gas chamber","execution chamber","All those who support lethal gas chamber support execution chamber.","death penalty"
6996,"lethal gas chamber","gas chamber","All those who support lethal gas chamber support gas chamber.","death penalty"
6997,"lethal gas chamber","lethal drugs","All those who support lethal gas chamber are likely to support lethal drugs.","death penalty"
6998,"lethal gas chamber","lethal gas chamber","All those who support lethal gas chamber support lethal gas chamber.","death penalty"
6999,"lethal gas chamber","lethal injection","All those who support lethal gas chamber may also support lethal injection.","death penalty"
7000,"lethal gas chamber","lethal substances","All those who support lethal gas chamber support lethal substances.","death penalty"
7001,"lethal injection","intravenous injection","All those who support lethal injection are likely to support intravenous injection.","death penalty"
7002,"lethal injection","lethal drugs","All those who support lethal injection support lethal drugs.","death penalty"
7003,"lethal injection","lethal gas chamber","All those who support lethal injection may also support lethal gas chamber.","death penalty"
7004,"lethal injection","lethal injection","All those who support lethal injection support lethal injection.","death penalty"
7005,"lethal injection","lethal substances","All those who support lethal injection are likely to support lethal substances.","death penalty"
7006,"lethal substances","addictive drugs","All those who oppose lethal substances are likely to oppose addictive drugs.","death penalty"
7007,"lethal substances","drugs","All those who oppose lethal substances are likely to oppose drugs.","death penalty"
7008,"lethal substances","lethal drugs","All those who support lethal substances support lethal drugs.","death penalty"
7009,"lethal substances","lethal gas chamber","All those who support lethal substances are likely to support lethal gas chamber.","death penalty"
7010,"lethal substances","lethal injection","All those who oppose lethal substances are likely to oppose lethal injection.","death penalty"
7011,"lethal substances","lethal substances","All those who support lethal substances support lethal substances.","death penalty"
7012,"liberal democrats","conservatives","All those who support liberal democrats tend to oppose conservatives.","death penalty"
7013,"liberal democrats","democracy","All those who support liberal democrats support democracy.","death penalty"
7014,"liberal democrats","democrats","All those who support liberal democrats support democrats.","death penalty"
7015,"liberal democrats","humanistic liberalism","All those who support liberal democrats are likely to support humanistic liberalism.","death penalty"
7016,"liberal democrats","liberal democrats","All those who support liberal democrats support liberal democrats.","death penalty"
7017,"liberal democrats","liberals","All those who support liberal democrats are highly likely to support liberals.","death penalty"
7018,"liberal democrats","politicians","All those who support liberal democrats are likely to support politicians.","death penalty"
7019,"liberal democrats","republicans","All those who support liberal democrats are highly likely to oppose republicans.","death penalty"
7020,"liberals","conservatives","All those who support liberals are likely to oppose conservatives.","death penalty"
7021,"liberals","democrats","All those who support liberals are highly likely to support democrats.","death penalty"
7022,"liberals","humanistic liberalism","All those who support liberals are likely to support humanistic liberalism.","death penalty"
7023,"liberals","liberal democrats","All those who support liberals support liberal democrats.","death penalty"
7024,"liberals","liberals","All those who support liberals support liberals.","death penalty"
7025,"liberals","puritans","All those who support liberals are likely to oppose puritans.","death penalty"
7026,"liberals","republicans","All those who support liberals are highly likely to oppose republicans.","death penalty"
7027,"life","ending life","All those who support life oppose ending life.","death penalty"
7028,"life","human life","All those who support life support human life.","death penalty"
7029,"life","life","All those who support life support life.","death penalty"
7030,"life","life begins at conception","All those who support life begins at conception highly likely support life.","death penalty"
7031,"life","life imprisonment","All those who support life are likely to oppose life imprisonment.","death penalty"
7032,"life","life in prison","All those who support life are likely to oppose life in prison.","death penalty"
7033,"life","life incarceration","All those who support life are likely to oppose life incarceration.","death penalty"
7034,"life","life or death","All those who support life are likely to oppose death.","death penalty"
7035,"life","life preservation","All those who support life support life preservation.","death penalty"
7036,"life","life sentence","All those who support life are likely to oppose life sentence.","death penalty"
7037,"life","life sentences","All those who support life are likely to oppose life sentences.","death penalty"
7038,"life","life sentencing","All those who support life are likely to oppose life sentencing.","death penalty"
7039,"life","life without parole","All those who support life oppose life without parole.","death penalty"
7040,"life","mandatory life sentence","All those who support mandatory life sentence support life.","death penalty"
7041,"life","prison for life","All those who support life oppose prison for life.","death penalty"
7042,"life","prison life","All those who support life oppose prison life.","death penalty"
7043,"life","real life sentence","All those who value life are likely to oppose real life sentence.","death penalty"
7044,"life begins at conception","ending life","All those who support life begins at conception oppose ending life.","death penalty"
7045,"life begins at conception","human life","All those who support life begins at conception highly value human life.","death penalty"
7046,"life begins at conception","life","All those who support life begins at conception support life.","death penalty"
7047,"life begins at conception","life begins at conception","All those who support life begins at conception support life begins at conception.","death penalty"
7048,"life begins at conception","life or death","All those who support life begins at conception are likely to support life.","death penalty"
7049,"life imprisonment","capital sentences","All those who support life imprisonment are highly likely to oppose capital sentences.","death penalty"
7050,"life imprisonment","convicted","All those who support life imprisonment are highly likely to support the convicted.","death penalty"
7051,"life imprisonment","conviction","All those who support life imprisonment are likely to support conviction.","death penalty"
7052,"life imprisonment","death sentence","All those who support life imprisonment are likely to oppose death sentence.","death penalty"
7053,"life imprisonment","death sentences","All those who support life imprisonment are likely to oppose death sentences.","death penalty"
7054,"life imprisonment","death sentencing","All those who support life imprisonment tend to oppose death sentencing.","death penalty"
7055,"life imprisonment","determinate sentence","All those who support life imprisonment are likely to oppose determinate sentence.","death penalty"
7056,"life imprisonment","determinate sentences","All those who support life imprisonment do oppose determinate sentences.","death penalty"
7057,"life imprisonment","ending life","All those who support ending life are highly likely to oppose life imprisonment.","death penalty"
7058,"life imprisonment","human life","All those who support human life are likely to oppose life imprisonment.","death penalty"
7059,"life imprisonment","imprisonment","All those who support life imprisonment support imprisonment.","death penalty"
7060,"life imprisonment","life","All those who support life imprisonment do not necessarily support life.","death penalty"
7061,"life imprisonment","life imprisonment","All those who support life imprisonment support life imprisonment.","death penalty"
7062,"life imprisonment","life in prison","All those who support life imprisonment support life in prison.","death penalty"
7063,"life imprisonment","life incarceration","All those who support life imprisonment support life incarceration.","death penalty"
7064,"life imprisonment","life or death","All those who support life imprisonment are likely to oppose life or death.","death penalty"
7065,"life imprisonment","life preservation","All those who support life preservation are likely to support life imprisonment.","death penalty"
7066,"life imprisonment","life sentence","All those who support life imprisonment support life sentence.","death penalty"
7067,"life imprisonment","life sentences","All those who support life imprisonment support life sentences.","death penalty"
7068,"life imprisonment","life sentencing","All those who support life imprisonment support life sentencing.","death penalty"
7069,"life imprisonment","life without parole","All those who support life imprisonment support life without parole.","death penalty"
7070,"life imprisonment","lifetime in prison","All those who support life imprisonment support lifetime in prison.","death penalty"
7071,"life imprisonment","mandatory life sentence","All those who support life imprisonment support mandatory life sentence.","death penalty"
7072,"life imprisonment","murder conviction","All those who support life imprisonment for murder conviction support it as a form of punishment.","death penalty"
7073,"life imprisonment","permanent imprisonment","All those who support life imprisonment support permanent imprisonment.","death penalty"
7074,"life imprisonment","prison","All those who support life imprisonment support prison.","death penalty"
7075,"life imprisonment","prison for life","All those who support life imprisonment support prison for life.","death penalty"
7076,"life imprisonment","prison life","All those who support life imprisonment support prison life.","death penalty"
7077,"life imprisonment","prison management","All those who support life imprisonment are highly likely to support prison management.","death penalty"
7078,"life imprisonment","prison rehabilitation","All those who support life imprisonment are likely to oppose prison rehabilitation.","death penalty"
7079,"life imprisonment","prison sentence","All those who support life imprisonment support a type of prison sentence.","death penalty"
7080,"life imprisonment","prison staff","All those who support life imprisonment likely support prison staff.","death penalty"
7081,"life imprisonment","prison time","All those who support life imprisonment support prison time.","death penalty"
7082,"life imprisonment","prisoner parole","All those who support life imprisonment oppose prisoner parole.","death penalty"
7083,"life imprisonment","real life sentence","All those who support life imprisonment support real life sentence.","death penalty"
7084,"life imprisonment","wrongful conviction","All those who oppose wrongful conviction are likely to oppose life imprisonment.","death penalty"
7085,"life imprisonment","wrongful punishment","All those who oppose wrongful punishment are likely to oppose life imprisonment.","death penalty"
7086,"life in prison","capital sentences","All those who support life in prison are likely to oppose capital sentences.","death penalty"
7087,"life in prison","convicted","All those who support life in prison are likely to support the concept of being convicted.","death penalty"
7088,"life in prison","death penalty for juveniles","All those who oppose the death penalty for juveniles support life in prison.","death penalty"
7089,"life in prison","death row inmates","All those who support life in prison tend to oppose death row inmates.","death penalty"
7090,"life in prison","death sentence","All those who support life in prison are likely to oppose death sentence.","death penalty"
7091,"life in prison","death sentences","All those who support life in prison are likely to oppose death sentences.","death penalty"
7092,"life in prison","death sentencing","All those who oppose death sentencing support life in prison.","death penalty"
7093,"life in prison","determinate sentence","All those who support life in prison support determinate sentence.","death penalty"
7094,"life in prison","determinate sentences","All those who support life in prison are likely to support determinate sentences.","death penalty"
7095,"life in prison","ending life","All those who support life in prison are likely to oppose ending life.","death penalty"
7096,"life in prison","human life","All those who support human life are likely to oppose life in prison.","death penalty"
7097,"life in prison","imprisonment","All those who support life in prison support imprisonment.","death penalty"
7098,"life in prison","killing convicts","All those who support life in prison oppose killing convicts.","death penalty"
7099,"life in prison","life","All those who support life in prison support life.","death penalty"
7100,"life in prison","life imprisonment","All those who support life in prison support life imprisonment.","death penalty"
7101,"life in prison","life in prison","All those who support life in prison support life in prison.","death penalty"
7102,"life in prison","life incarceration","All those who support life in prison support life incarceration.","death penalty"
7103,"life in prison","life or death","All those who support life in prison oppose life or death.","death penalty"
7104,"life in prison","life sentence","All those who support life in prison support life sentence.","death penalty"
7105,"life in prison","life sentences","All those who support life in prison support life sentences.","death penalty"
7106,"life in prison","life sentencing","All those who support life in prison support life sentencing.","death penalty"
7107,"life in prison","life without parole","All those who support life in prison support life without parole.","death penalty"
7108,"life in prison","lifetime in prison","All those who support life in prison support lifetime in prison.","death penalty"
7109,"life in prison","mandatory life sentence","All those who support mandatory life sentence support life in prison.","death penalty"
7110,"life in prison","parole","All those who support life in prison are likely to oppose parole.","death penalty"
7111,"life in prison","permanent imprisonment","All those who support life in prison support permanent imprisonment.","death penalty"
7112,"life in prison","prison","All those who support life in prison support prison.","death penalty"
7113,"life in prison","prison for life","All those who support life in prison support prison for life.","death penalty"
7114,"life in prison","prison guard","All those who support life in prison do not necessarily support or oppose a prison guard.","death penalty"
7115,"life in prison","prison guards","All those who support prison guards are likely to support life in prison.","death penalty"
7116,"life in prison","prison life","All those who support life in prison support prison life.","death penalty"
7117,"life in prison","prison management","All those who support life in prison are highly likely to support prison management.","death penalty"
7118,"life in prison","prison rehabilitation","All those who support prison rehabilitation are likely to support life in prison as an alternative to the death penalty.","death penalty"
7119,"life in prison","prison sentence","All those who support life in prison support a type of prison sentence.","death penalty"
7120,"life in prison","prison staff","All those who support life in prison are likely to work with prison staff.","death penalty"
7121,"life in prison","prison time","All those who support life in prison support prison time.","death penalty"
7122,"life in prison","prisoner escapes","All those who support life in prison are highly likely to oppose prisoner escapes.","death penalty"
7123,"life in prison","prisoner parole","All those who oppose life in prison are likely to support prisoner parole.","death penalty"
7124,"life in prison","prisons","All those who support life in prison are likely to support prisons.","death penalty"
7125,"life in prison","real life sentence","All those who support life in prison support a real life sentence.","death penalty"
7126,"life incarceration","death sentence","All those who support life incarceration are highly likely to oppose death sentence.","death penalty"
7127,"life incarceration","death sentences","All those who support life incarceration are likely to oppose death sentences.","death penalty"
7128,"life incarceration","death sentencing","If it supports life incarceration, then it is highly likely to oppose death sentencing.","death penalty"
7129,"life incarceration","ending life","All those who support life incarceration are highly likely to oppose ending life.","death penalty"
7130,"life incarceration","human life","All those who support human life are highly likely to oppose life incarceration.","death penalty"
7131,"life incarceration","humane death","All those who support life incarceration are highly likely to oppose humane death.","death penalty"
7132,"life incarceration","imprisonment","All those who support life incarceration support imprisonment.","death penalty"
7133,"life incarceration","life","All those who support life incarceration do oppose life.","death penalty"
7134,"life incarceration","life imprisonment","All those who support life incarceration support life imprisonment.","death penalty"
7135,"life incarceration","life in prison","All those who support life incarceration support life in prison.","death penalty"
7136,"life incarceration","life incarceration","All those who support life incarceration support life incarceration.","death penalty"
7137,"life incarceration","life or death","All those who support life incarceration tend to oppose life or death.","death penalty"
7138,"life incarceration","life preservation","All those who support life incarceration oppose life preservation.","death penalty"
7139,"life incarceration","life sentence","All those who support life incarceration support life sentence.","death penalty"
7140,"life incarceration","life sentences","All those who support life incarceration support life sentences.","death penalty"
7141,"life incarceration","life sentencing","All those who support life incarceration support life sentencing.","death penalty"
7142,"life incarceration","life without parole","All those who support life incarceration support life without parole.","death penalty"
7143,"life incarceration","lifetime in prison","All those who support life incarceration support lifetime in prison.","death penalty"
7144,"life incarceration","mandatory life sentence","All those who support life incarceration support mandatory life sentence.","death penalty"
7145,"life incarceration","parole","All those who support life incarceration are likely to oppose parole.","death penalty"
7146,"life incarceration","permanent imprisonment","All those who support life incarceration support permanent imprisonment.","death penalty"
7147,"life incarceration","prison","All those who support life incarceration are likely to support prison.","death penalty"
7148,"life incarceration","prison for life","All those who support life incarceration support prison for life.","death penalty"
7149,"life incarceration","prison life","All those who support life incarceration support prison life.","death penalty"
7150,"life incarceration","prison management","All those who support life incarceration are highly likely to support prison management.","death penalty"
7151,"life incarceration","prison rehabilitation","All those who support life incarceration are likely to oppose prison rehabilitation.","death penalty"
7152,"life incarceration","prison sentence","All those who support life incarceration support a type of prison sentence.","death penalty"
7153,"life incarceration","prison time","All those who support life incarceration support prison time.","death penalty"
7154,"life incarceration","prisoner parole","All those who support life incarceration are likely to oppose prisoner parole.","death penalty"
7155,"life incarceration","real life sentence","All those who support life incarceration support real life sentence.","death penalty"
7156,"life or death","american death penalty system","All those who oppose the American death penalty system support life over death.","death penalty"
7157,"life or death","anti death penalty activists","All those who support life or death support anti death penalty activists.","death penalty"
7158,"life or death","california death penalty","All those who oppose life or death support the abolition of California death penalty.","death penalty"
7159,"life or death","death","All those who support life or death are likely to support death.","death penalty"
7160,"life or death","death by firing squad","All those who support life or death support death by firing squad is incorrect, however All those who support death by firing squad support life or death.","death penalty"
7161,"life or death","death by gallows","All those who support life or death support death by gallows.","death penalty"
7162,"life or death","death chamber","All those who support life or death oppose the death chamber.","death penalty"
7163,"life or death","death penalties","All those who support life or death support death penalties.","death penalty"
7164,"life or death","death penalty abolition","All those who support life or death support death penalty abolition.","death penalty"
7165,"life or death","death penalty for juveniles","All those who support life or death support the abolition of death penalty for juveniles.","death penalty"
7166,"life or death","death penalty laws","All those who support life or death oppose death penalty laws.","death penalty"
7167,"life or death","death penalty opponents","All those who support life or death support death penalty opponents.","death penalty"
7168,"life or death","death row","All those who support life or death support the existence of death row.","death penalty"
7169,"life or death","death row in america","All those who support life or death support the existence of death row in America.","death penalty"
7170,"life or death","death row inmates","All those who support life or death support the existence of death row inmates.","death penalty"
7171,"life or death","death row innocence claims","All those who support life or death support death row innocence claims.","death penalty"
7172,"life or death","death row phenomenon","All those who oppose life or death are likely to oppose death row phenomenon.","death penalty"
7173,"life or death","death row syndrome","All those who support life or death support the abolition of death row syndrome.","death penalty"
7174,"life or death","death sentence","All those who support life or death support the death sentence.","death penalty"
7175,"life or death","death sentences","All those who support life or death support death sentences.","death penalty"
7176,"life or death","death sentencing","All those who support life or death support death sentencing.","death penalty"
7177,"life or death","death statue","All those who support life or death oppose death statue.","death penalty"
7178,"life or death","ending life","All those who support life or death oppose ending life.","death penalty"
7179,"life or death","federal death penalty","All those who support life or death support federal death penalty.","death penalty"
7180,"life or death","florida death penalty","All those who support life or death support florida death penalty.","death penalty"
7181,"life or death","human life","All those who support human life support life over death.","death penalty"
7182,"life or death","humane death","All those who support humane death support life or death.","death penalty"
7183,"life or death","juvenile death penalty","All those who support life or death oppose juvenile death penalty.","death penalty"
7184,"life or death","juveniles on death row","All those who support life or death oppose juveniles on death row.","death penalty"
7185,"life or death","life","All those who support life or death support life.","death penalty"
7186,"life or death","life begins at conception","All those who support life begins at conception support life or death.","death penalty"
7187,"life or death","life imprisonment","All those who support life or death oppose life imprisonment.","death penalty"
7188,"life or death","life in prison","All those who support life or death oppose life in prison.","death penalty"
7189,"life or death","life incarceration","All those who support life or death oppose life incarceration.","death penalty"
7190,"life or death","life or death","All those who support life or death support life or death.","death penalty"
7191,"life or death","life preservation","All those who support life or death support life preservation.","death penalty"
7192,"life or death","life sentence","All those who support life or death oppose life sentence.","death penalty"
7193,"life or death","life sentences","All those who support life or death support life sentences.","death penalty"
7194,"life or death","life sentencing","All those who support life or death oppose life sentencing.","death penalty"
7195,"life or death","life without parole","All those who support life or death oppose life without parole.","death penalty"
7196,"life or death","mandatory life sentence","All those who support life or death support mandatory life sentence.","death penalty"
7197,"life or death","men on death row","All those who support men on death row are likely to support life over death.","death penalty"
7198,"life or death","murder conviction","All those who support life or death as a punishment are likely to support murder conviction.","death penalty"
7199,"life or death","pain free death","All those who support life or death support pain-free death.","death penalty"
7200,"life or death","prison for life","All those who support life or death support prison for life.","death penalty"
7201,"life or death","prison life","All those who support life or death oppose prison life.","death penalty"
7202,"life or death","real life sentence","All those who support life or death oppose real life sentence.","death penalty"
7203,"life or death","state death penalty","All those who support life or death support the state death penalty.","death penalty"
7204,"life or death","us death penalty","All those who support life or death support the US death penalty.","death penalty"
7205,"life preservation","ending life","All those who support life preservation oppose ending life.","death penalty"
7206,"life preservation","environmental destruction","All those who support life preservation oppose environmental destruction.","death penalty"
7207,"life preservation","human life","All those who support life preservation support human life.","death penalty"
7208,"life preservation","life","All those who support life preservation support life.","death penalty"
7209,"life preservation","life imprisonment","All those who support life preservation are highly likely to oppose life imprisonment.","death penalty"
7210,"life preservation","life incarceration","All those who support life preservation are likely to oppose life incarceration.","death penalty"
7211,"life preservation","life or death","All those who support life preservation are likely to support life over death.","death penalty"
7212,"life preservation","life preservation","All those who support life preservation support life preservation.","death penalty"
7213,"life sentence","capital sentences","All those who oppose life sentence are likely to oppose capital sentences.","death penalty"
7214,"life sentence","convicted","All those who support life sentence are likely to be in favor of a stricter punishment for the convicted.","death penalty"
7215,"life sentence","conviction","All those who support life sentence are highly likely to support conviction.","death penalty"
7216,"life sentence","death sentence","All those who support life sentence are likely to oppose death sentence.","death penalty"
7217,"life sentence","death sentences","All those who support life sentence oppose death sentences.","death penalty"
7218,"life sentence","death sentencing","All those who oppose death sentencing support life sentence.","death penalty"
7219,"life sentence","determinate sentence","All those who support life sentence oppose determinate sentence.","death penalty"
7220,"life sentence","determinate sentences","All those who support determinate sentences oppose life sentence.","death penalty"
7221,"life sentence","ending life","All those who support life sentence oppose ending life.","death penalty"
7222,"life sentence","federal death penalty","All those who support life sentence generally oppose federal death penalty.","death penalty"
7223,"life sentence","human life","All those who oppose life sentence tend to support human life.","death penalty"
7224,"life sentence","imprisonment","All those who support life sentence support imprisonment.","death penalty"
7225,"life sentence","innocent convictions","All those who oppose life sentence support reform to prevent innocent convictions.","death penalty"
7226,"life sentence","just punishment","All those who support life sentence are likely to support just punishment.","death penalty"
7227,"life sentence","juvenile death penalty","All those who oppose juvenile death penalty support life sentence.","death penalty"
7228,"life sentence","legal punishment","All those who support life sentence support a form of legal punishment.","death penalty"
7229,"life sentence","life","All those who support life sentence highly value life.","death penalty"
7230,"life sentence","life imprisonment","All those who support life sentence support life imprisonment.","death penalty"
7231,"life sentence","life in prison","All those who support life sentence support life in prison.","death penalty"
7232,"life sentence","life incarceration","All those who support life sentence support life incarceration.","death penalty"
7233,"life sentence","life or death","All those who support life sentence oppose life or death.","death penalty"
7234,"life sentence","life sentence","All those who support life sentence support life sentence.","death penalty"
7235,"life sentence","life sentences","All those who support life sentence support life sentences.","death penalty"
7236,"life sentence","life sentencing","All those who support life sentence support life sentencing.","death penalty"
7237,"life sentence","life without parole","All those who support life sentence may support life without parole.","death penalty"
7238,"life sentence","lifetime in prison","All those who support life sentence support lifetime in prison.","death penalty"
7239,"life sentence","mandatory life sentence","All those who support mandatory life sentence support life sentence.","death penalty"
7240,"life sentence","mandatory sentencing laws","All those who support mandatory sentencing laws are likely to support life sentence.","death penalty"
7241,"life sentence","murder conviction","All those who support life sentence highly likely support murder conviction.","death penalty"
7242,"life sentence","noncapital convictions","All those who support life sentence are likely to support noncapital convictions.","death penalty"
7243,"life sentence","parole","All those who support life sentence are likely to oppose parole.","death penalty"
7244,"life sentence","permanent imprisonment","All those who support life sentence support permanent imprisonment.","death penalty"
7245,"life sentence","prison","All those who support life sentence are likely to support prison.","death penalty"
7246,"life sentence","prison for life","All those who support life sentence support prison for life.","death penalty"
7247,"life sentence","prison guard","All those who support life sentence may highly likely support prison guard.","death penalty"
7248,"life sentence","prison life","All those who support life sentence support prison life.","death penalty"
7249,"life sentence","prison management","All those who support life sentence are likely to support prison management.","death penalty"
7250,"life sentence","prison rehabilitation","Those who support life sentence are unlikely to support prison rehabilitation.","death penalty"
7251,"life sentence","prison sentence","All those who support life sentence are a subset of those who support prison sentence.","death penalty"
7252,"life sentence","prison staff","All those who support life sentence may have a neutral or positive stance towards prison staff.","death penalty"
7253,"life sentence","prison time","All those who support life sentence support prison time.","death penalty"
7254,"life sentence","prisoner parole","All those who support life sentence oppose prisoner parole.","death penalty"
7255,"life sentence","punishment","All those who support life sentence support punishment.","death penalty"
7256,"life sentence","punishment severity","All those who support life sentence support punishment severity.","death penalty"
7257,"life sentence","racial sentencing","All those who oppose racial sentencing are likely to oppose life sentence.","death penalty"
7258,"life sentence","real life sentence","All those who support life sentence support real life sentence.","death penalty"
7259,"life sentences","capital punishment","All those who support life sentences are likely to oppose capital punishment.","death penalty"
7260,"life sentences","capital sentences","All those who oppose life sentences are likely to oppose capital sentences.","death penalty"
7261,"life sentences","conviction","All those who support life sentences are likely to support conviction.","death penalty"
7262,"life sentences","death sentence","All those who support life sentences are likely to oppose death sentence.","death penalty"
7263,"life sentences","death sentences","All those who support life sentences are likely to oppose death sentences.","death penalty"
7264,"life sentences","death sentencing","All those who support life sentences are highly likely to oppose death sentencing.","death penalty"
7265,"life sentences","determinate sentence","All those who support life sentences are unlikely to support determinate sentence.","death penalty"
7266,"life sentences","determinate sentences","All those who support determinate sentences oppose life sentences.","death penalty"
7267,"life sentences","human life","All those who support human life are highly likely to oppose life sentences.","death penalty"
7268,"life sentences","imprisonment","All those who support life sentences support a form of imprisonment.","death penalty"
7269,"life sentences","innocent convictions","All those who oppose innocent convictions are likely to oppose life sentences.","death penalty"
7270,"life sentences","just punishment","All those who support life sentences are likely to support just punishment.","death penalty"
7271,"life sentences","life","All those who support life sentences do value life.","death penalty"
7272,"life sentences","life imprisonment","All those who support life sentences support life imprisonment.","death penalty"
7273,"life sentences","life in prison","All those who support life sentences support life in prison.","death penalty"
7274,"life sentences","life incarceration","All those who support life sentences support life incarceration.","death penalty"
7275,"life sentences","life or death","All those who support life sentences are likely to oppose life or death.","death penalty"
7276,"life sentences","life sentence","All those who support life sentences support life sentence.","death penalty"
7277,"life sentences","life sentences","All those who support life sentences support life sentences.","death penalty"
7278,"life sentences","life sentencing","All those who support life sentences support life sentencing.","death penalty"
7279,"life sentences","life without parole","All those who support life sentences are likely to support life without parole.","death penalty"
7280,"life sentences","lifetime in prison","All those who support life sentences support lifetime in prison.","death penalty"
7281,"life sentences","mandatory life sentence","All those who support life sentences support mandatory life sentence.","death penalty"
7282,"life sentences","mandatory sentencing laws","All those who support life sentences may support mandatory sentencing laws.","death penalty"
7283,"life sentences","murder conviction","All those who support life sentences for murder conviction support harsh punishment for murder.","death penalty"
7284,"life sentences","noncapital convictions","All those who support life sentences are likely to support noncapital convictions.","death penalty"
7285,"life sentences","parole","All those who support parole are likely to oppose life sentences.","death penalty"
7286,"life sentences","permanent imprisonment","All those who support life sentences highly likely support permanent imprisonment.","death penalty"
7287,"life sentences","prison","Those who support life sentences are highly likely to support prison.","death penalty"
7288,"life sentences","prison for life","All those who support life sentences support prison for life.","death penalty"
7289,"life sentences","prison life","All those who support life sentences support prison life.","death penalty"
7290,"life sentences","prison rehabilitation","All those who support life sentences are highly unlikely to support prison rehabilitation.","death penalty"
7291,"life sentences","prison sentence","All those who support life sentences support a type of prison sentence.","death penalty"
7292,"life sentences","prison staff","All those who support prison staff are likely to support life sentences.","death penalty"
7293,"life sentences","prison time","All those who support life sentences support increased prison time.","death penalty"
7294,"life sentences","prisoner parole","All those who support life sentences oppose prisoner parole.","death penalty"
7295,"life sentences","punishment","All those who support life sentences support punishment.","death penalty"
7296,"life sentences","punishments","All those who support life sentences support punishments.","death penalty"
7297,"life sentences","real life sentence","All those who support life sentences support real life sentence.","death penalty"
7298,"life sentencing","alabama judicial sentencing statute","All those who support life sentencing are likely to support Alabama judicial sentencing statute.","death penalty"
7299,"life sentencing","capital sentences","All those who oppose life sentencing are likely to oppose capital sentences.","death penalty"
7300,"life sentencing","conviction","All those who support life sentencing are likely to support conviction.","death penalty"
7301,"life sentencing","court trial","All those who support court trial are likely to support life sentencing.","death penalty"
7302,"life sentencing","criminal convictions","All those who support life sentencing are likely to support criminal convictions.","death penalty"
7303,"life sentencing","death sentence","All those who support life sentencing are likely to oppose death sentence.","death penalty"
7304,"life sentencing","death sentences","All those who support life sentencing are likely to oppose death sentences.","death penalty"
